Date,Account,Name,Reference,Type,Value,VATValue,PaidIndicator
10/4/2018,CC1170,APS PROMOTIONS,1803407,Receipt,-123.98,0.00,
10/10/2018,CC1170,APS PROMOTIONS,INV485327,Invoice,123.98,20.66,
12/14/2018,CC1172,AUTOSTOP LTD,CRE9217,C/Note,-335.15,-55.86,
2/4/2019,CC1175,CHRIS HAMMOND,INV487572,Invoice,128.34,21.39,
1/10/2019,CC1181,WARLEY CAR CLINIC,1803925,Receipt,-671.12,0.00,
1/25/2019,CC1181,WARLEY CAR CLINIC,1804032,Receipt,-671.12,0.00,
2/19/2019,CC1181,WARLEY CAR CLINIC,INV487828,Invoice,671.12,111.85,
12/14/2018,CC1182,MEWPS,1803831,Receipt,"-2,060.16",0.00,
12/18/2018,CC1182,MEWPS,INV486783,Invoice,"2,060.16",343.36,
2/11/2019,CC142,PALFINGER UK,INV487736,Invoice,290.49,48.41,
12/10/2018,CC189,RMT ACCESS LTD,INV486619,Invoice,57.94,9.66,
12/12/2018,CC189,RMT ACCESS LTD,INV486650,Invoice,356.86,59.48,
1/11/2019,CC189,RMT ACCESS LTD,INV487141,Invoice,435.86,72.64,
1/31/2019,CC189,RMT ACCESS LTD,INV487547,Invoice,193.19,32.20,
1/9/2019,CC201,FLEETCARE SERVICES,INV487059,Invoice,58.20,9.70,
1/9/2019,CC201,FLEETCARE SERVICES,INV487060,Invoice,48.00,8.00,
1/21/2019,CC201,FLEETCARE SERVICES,INV487285,Invoice,49.87,8.31,
1/9/2019,CC206,CUMBERLAND PLATFORMS LTD,INV487057,Invoice,76.88,12.81,
1/11/2019,CC206,CUMBERLAND PLATFORMS LTD,INV487152,Invoice,707.41,117.90,
1/14/2019,CC206,CUMBERLAND PLATFORMS LTD,INV487178,Invoice,"2,679.70",446.61,
1/15/2019,CC206,CUMBERLAND PLATFORMS LTD,INV487192,Invoice,"1,766.42",294.40,
1/17/2019,CC206,CUMBERLAND PLATFORMS LTD,INV487263,Invoice,199.50,33.23,
1/31/2019,CC206,CUMBERLAND PLATFORMS LTD,INV487541,Invoice,345.41,57.57,
2/5/2019,CC206,CUMBERLAND PLATFORMS LTD,INV487588,Invoice,12.40,2.07,
2/8/2019,CC206,CUMBERLAND PLATFORMS LTD,INV487727,Invoice,146.72,24.45,
2/15/2019,CC206,CUMBERLAND PLATFORMS LTD,INV487792,Invoice,154.17,25.70,
2/20/2019,CC206,CUMBERLAND PLATFORMS LTD,INV487903,Invoice,166.19,27.70,
1/29/2019,CC217,SSG (SECURITY SERVICES GROUP),INV487483,Invoice,389.63,64.94,
1/29/2019,CC217,SSG (SECURITY SERVICES GROUP),INV487484,Invoice,385.96,64.33,
7/27/2017,CC267,TREE WORK EAST LTD,INV477157,Invoice,203.08,33.85,
8/29/2017,CC267,TREE WORK EAST LTD,CRE8787,C/Note,-203.08,-33.85,
1/10/2019,CC291,CENTRAL PLATFORM SERVICES LTD,INV487102,Invoice,381.35,63.56,
1/24/2019,CC291,CENTRAL PLATFORM SERVICES LTD,INV487386,Invoice,213.67,35.61,
8/31/2010,CC315,QVS MAINTENANCE ACCESS HIRE,INV438976,Invoice,25.11,3.74,
9/15/2010,CC315,QVS MAINTENANCE ACCESS HIRE,CRE6996,C/Note,-25.11,-3.74,
8/31/2010,CC318,MERIT MOTOR REPAIRS,00,Receipt,"-1,700.61",0.00,
9/3/2010,CC318,MERIT MOTOR REPAIRS,INV439016,Invoice,"1,700.61",253.28,
12/10/2018,CC356,ACCESS ENGINEERING LTD,INV486601,Invoice,33.54,5.59,
1/21/2019,CC356,ACCESS ENGINEERING LTD,INV487311,Invoice,450.92,75.16,
2/21/2019,CC356,ACCESS ENGINEERING LTD,INV487921,Invoice,6.54,1.09,
2/21/2019,CC356,ACCESS ENGINEERING LTD,INV487922,Invoice,48.00,8.00,
4/30/2016,CC372,GRAHAM URIDGE SERVICES,ON ACCOUNT,Receipt,-47.06,0.00,
5/5/2016,CC372,GRAHAM URIDGE SERVICES,INV469911,Invoice,47.06,7.84,
11/22/2018,CC375,GWYNEDD FORKLIFTS,INV486222,Invoice,422.59,70.43,
2/7/2019,CC375,GWYNEDD FORKLIFTS,CRE9244,C/Note,-422.59,-70.43,
2/28/2011,CC376,G B TRUCK SERVICES,ON ACCOUNT,Receipt,-183.60,0.00,
3/4/2011,CC376,G B TRUCK SERVICES,INV441605,Invoice,183.60,30.60,
11/1/2018,CC386,HAZE LIGHTING LTD,1803570,Receipt,-351.40,0.00,
1/21/2019,CC402,NICK MURRAY ACCESS PLATFORMS,INV487313,Invoice,199.68,33.28,
1/9/2013,CC432,SKYPROBE,INV450898,Invoice,462.79,77.13,
2/27/2013,CC432,SKYPROBE,CRE7697,C/Note,-462.79,-77.13,
10/7/2011,CC442,DUNNETS LTD,INV444411,Invoice,"1,629.72",271.62,
12/6/2011,CC442,DUNNETS LTD,SEE A/CCC084,Adjustment,"-1,629.72",0.00,
4/12/2013,CC451,ACB HYDRAULICS LTD,ON ACCOUNT,Receipt,"-1,545.90",0.00,
4/18/2013,CC451,ACB HYDRAULICS LTD,INV452531,Invoice,"1,545.90",257.65,
2/3/2012,CC477,HAMMOND ACCIDENT REPAIR CENTRE,INV446130,Invoice,67.40,11.23,
2/3/2012,CC477,HAMMOND ACCIDENT REPAIR CENTRE,ON ACCOUNT,Receipt,-877.40,0.00,
2/28/2012,CC477,HAMMOND ACCIDENT REPAIR CENTRE,INV446487,Invoice,810.00,135.00,
1/9/2019,CC487,JEMPSONS COMMERCIALS LTD.,INV487067,Invoice,252.09,42.02,
10/23/2017,CC501,ISLAND TRUCK & PLANT LTD,INV478647,Invoice,0.00,0.00,
1/18/2019,CC502,PEGASUS POWER & COMMUNICATIONS,1803986,Receipt,-295.96,0.00,
1/17/2019,CC507,TORQUESENSE LTD,INV487270,Invoice,511.84,85.31,
1/25/2019,CC507,TORQUESENSE LTD,INV487413,Invoice,75.70,12.62,
1/29/2019,CC507,TORQUESENSE LTD,INV487482,Invoice,236.73,39.46,
2/4/2019,CC507,TORQUESENSE LTD,INV487580,Invoice,149.03,24.84,
2/6/2019,CC507,TORQUESENSE LTD,INV487701,Invoice,60.00,10.00,
1/31/2019,CC520,ELITE ACCESS REPAIRS LTD,INV487552,Invoice,45.56,7.60,
2/7/2019,CC520,ELITE ACCESS REPAIRS LTD,CRE9243,C/Note,-45.56,-7.60,
1/29/2019,CC521,FR LIFTING SERVICES,INV487471,Invoice,46.30,7.72,
1/15/2019,CC524,MC SERVICES LTD,INV487198,Invoice,"1,087.61",181.27,
8/3/2012,CC529,BA SERVICES UK LTD.,INV448678,Invoice,356.89,59.48,
8/8/2012,CC529,BA SERVICES UK LTD.,CRE7526,C/Note,-356.89,-59.48,
12/12/2018,CC535,LIFTERZ LIMITED,INV486648,Invoice,43.26,7.21,
1/10/2019,CC535,LIFTERZ LIMITED,INV487105,Invoice,251.10,41.86,
1/15/2019,CC535,LIFTERZ LIMITED,INV487197,Invoice,100.78,16.80,
11/2/2012,CC557,TIP N LIFT UK LTD,ON ACCOUNT,Receipt,"-1,682.55",0.00,
11/8/2012,CC557,TIP N LIFT UK LTD,INV450169,Invoice,"1,682.55",280.43,
7/30/2016,CC570,BUSTEC LTD,ON ACCOUNT,Receipt,"-3,062.32",0.00,
8/5/2016,CC570,BUSTEC LTD,INV471391,Invoice,"3,062.32",510.38,
2/28/2013,CC581,A S WHITAKER AND SONS,ON ACCOUNT,Receipt,"-1,587.72",0.00,
4/5/2013,CC581,A S WHITAKER AND SONS,INV452332,Invoice,"1,587.72",264.62,
6/11/2015,CC586,DG WEAVER LTD,INV464512,Invoice,0.00,0.00,
4/12/2013,CC588,ALEX MCDONALD,ON ACCOUNT,Receipt,-960.00,0.00,
4/16/2013,CC588,ALEX MCDONALD,TRANS MARITIME,Adjustment,960.00,0.00,
4/27/2013,CC590,PREMIER ACCESS ENGINEERS,ON ACCOUNT,Receipt,"-3,867.11",0.00,
5/3/2013,CC590,PREMIER ACCESS ENGINEERS,INV452869,Invoice,"3,867.11",644.51,
9/30/2013,CC596,AK Electrical Harrogate Ltd,ON ACCOUNT,Receipt,-61.22,0.00,
10/4/2013,CC596,AK Electrical Harrogate Ltd,INV455147,Invoice,61.22,10.20,
12/20/2018,CC602,HILTON MAIN CONSTRUCTION LTD,INV486835,Invoice,470.37,78.39,
6/27/2013,CC611,JULIE WAYE,ON ACCOUNT,Receipt,-34.45,0.00,
7/5/2013,CC611,JULIE WAYE,INV453807,Invoice,34.45,5.74,
11/8/2018,CC629,CRANEX LTD,INV485979,Invoice,45.56,7.60,
4/10/2018,CC638,UTILITY EQUIPMENT LTD,INV481923,Invoice,"2,646.45",441.07,
9/30/2013,CC641,Glendale Engineering Ltd,ON ACCOUNT,Receipt,-139.36,0.00,
10/4/2013,CC641,Glendale Engineering Ltd,INV455166,Invoice,139.36,23.23,
11/2/2018,CC643,MAUN MOTORS,1803581,Receipt,"-2,756.16",0.00,
11/6/2018,CC643,MAUN MOTORS,INV485952,Invoice,"2,756.16",459.35,
1/30/2014,CC667,ROOD SIGNS,ON ACCOUNT,Receipt,-211.80,0.00,
1/30/2014,CC667,ROOD SIGNS,INV456956,Invoice,211.80,35.30,
1/30/2014,CC669,AMBA HYDRAULICS LTD,ON ACCOUNT,Receipt,-686.64,0.00,
1/31/2014,CC669,AMBA HYDRAULICS LTD,INV456967,Invoice,686.64,114.44,
1/9/2019,CC680,SMILEY CAR AND COMMERCIALS LTD,INV487084,Invoice,103.10,17.18,
2/19/2019,CC680,SMILEY CAR AND COMMERCIALS LTD,INV487825,Invoice,78.70,13.12,
12/15/2017,CC681,DEFUSION IRELAND LIMITED.,1712081,Receipt,-135.96,0.00,
12/20/2017,CC681,DEFUSION IRELAND LIMITED.,INV479623,Invoice,135.96,0.00,
1/24/2019,CC693,A1 COACHWORKS,INV487382,Invoice,70.78,11.80,
2/4/2019,CC693,A1 COACHWORKS,INV487561,Invoice,695.86,115.98,
2/21/2019,CC706,RAYNOR ROOFING LIMITED,INV487967,Invoice,"2,829.31",471.55,
9/30/2014,CC736,VAN MATCH LTD,ON ACCOUNT,Receipt,-93.17,0.00,
10/6/2014,CC736,VAN MATCH LTD,INV460481,Invoice,93.17,15.53,
2/20/2015,CC764,COMMERCIAL EQUIPMENT SERVICES,ON ACCOUNT,Receipt,-169.37,0.00,
2/25/2015,CC764,COMMERCIAL EQUIPMENT SERVICES,INV462683,Invoice,169.37,0.00,
11/28/2014,CC765,LEEDS TREE SERVICES,ON ACCOUNT,Receipt,-58.56,0.00,
12/18/2014,CC765,LEEDS TREE SERVICES,INV461651,Invoice,58.56,9.76,
3/31/2017,CC821,JW MOTORS LTD,on a/c,Receipt,"-1,193.39",0.00,
4/13/2017,CC821,JW MOTORS LTD,INV475547,Invoice,"1,193.39",198.90,
12/6/2018,CC829,SMART PLATFORM RENTAL LIMITED,INV486559,Invoice,31.39,5.23,
1/9/2019,CC829,SMART PLATFORM RENTAL LIMITED,INV487083,Invoice,46.58,7.76,
1/14/2019,CC829,SMART PLATFORM RENTAL LIMITED,INV487185,Invoice,138.04,23.01,
7/3/2015,CC835,ACCLAIM HANDLING LTD,ON ACCOUNT,Receipt,-157.56,0.00,
7/9/2015,CC835,ACCLAIM HANDLING LTD,INV464933,Invoice,157.56,26.26,
12/20/2018,CC851,C U PHOSCO,INV486831,Invoice,997.78,166.30,
12/20/2018,CC851,C U PHOSCO,INV486832,Invoice,381.06,63.51,
2/21/2019,CC859,EDWARD J MAGEE LTD,INV487930,Invoice,673.64,112.27,
2/19/2019,CC863,Access Platform Aberdeen Ltd,INV487815,Invoice,244.85,40.81,
10/16/2015,CC869,AGRIPLANT SV LTD,ON ACCOUNT,Receipt,-660.60,0.00,
10/22/2015,CC869,AGRIPLANT SV LTD,INV466568,Invoice,660.60,110.10,
2/21/2019,CC880,EXPERT ROOFING,INV487931,Invoice,33.12,5.52,
2/12/2019,CC885,THE PLATFORM REPAIR CENTRE,INV487749,Invoice,215.33,35.89,
3/6/2018,CC908,JOHNSONS COMMERCIALS LTD,INV481176,Invoice,104.79,17.46,
3/7/2018,CC908,JOHNSONS COMMERCIALS LTD,1802158,Receipt,-112.37,0.00,
3/14/2018,CC908,JOHNSONS COMMERCIALS LTD,INV481486,Invoice,7.58,1.26,
3/31/2016,CC915,MARCIN GACEK,ON ACCOUNT,Receipt,-33.00,0.00,
4/7/2016,CC915,MARCIN GACEK,INV469430,Invoice,33.00,5.50,
7/12/2017,CC934,BRIGGS EQUIPMENT,CCard,Receipt,-411.60,0.00,
8/2/2017,CC934,BRIGGS EQUIPMENT,INV477230,Invoice,411.60,68.60,
7/11/2017,CC935,B.CH SERVICES,INV476891,Invoice,214.25,35.71,
7/20/2017,CC935,B.CH SERVICES,CRE8752,C/Note,-214.25,-35.71,
8/31/2016,CC955,PARKWOOD GARAGE LIMITED,ON ACCOUNT,Receipt,-142.80,0.00,
9/22/2016,CC955,PARKWOOD GARAGE LIMITED,INV472214,Invoice,142.80,23.80,
1/28/2019,CC956,FIXATEX LTD,INV487444,Invoice,219.60,36.60,
11/8/2013,CUST1002,MIDLAND SIGN & LIGHTING,INV455799,Invoice,720.00,120.00,
12/31/2013,CUST1002,MIDLAND SIGN & LIGHTING,TRANS CUST622,Adjustment,-720.00,0.00,
6/30/2012,CUST1009,GLOBAL SECURITY,ON ACCOUNT,Receipt,-48.97,0.00,
7/6/2012,CUST1009,GLOBAL SECURITY,INV448316,Invoice,48.97,8.16,
8/3/2012,CUST1015,Eze LIFT LIMITED,ON ACCOUNT,Receipt,"-1,000.00",0.00,
8/8/2012,CUST1015,Eze LIFT LIMITED,INV448790,Invoice,"1,000.00",0.00,
2/15/2019,CUST1032,BLADE ROOFING LIMITED,INV487786,Invoice,"16,612.56","2,768.76",
2/18/2019,CUST1032,BLADE ROOFING LIMITED,CRE9253,C/Note,"-16,612.56","-2,768.76",
2/18/2019,CUST1032,BLADE ROOFING LIMITED,INV487810,Invoice,"8,306.28","1,384.38",
2/19/2019,CUST1032,BLADE ROOFING LIMITED,CRE9259,C/Note,"-8,306.28","-1,384.38",
1/24/2019,CUST1034,T BROWN GROUP LTD,INV487377,Invoice,361.51,60.25,
6/22/2018,CUST1040,HEXAGONAL ENGINEERING LIMITED,INV483363,Invoice,19.99,3.33,
10/5/2018,CUST1055,RINGWAY,INV485279,Invoice,679.20,113.20,
10/5/2018,CUST1055,RINGWAY,INV485280,Invoice,679.20,113.20,
10/5/2018,CUST1055,RINGWAY,INV485281,Invoice,679.20,113.20,
10/10/2018,CUST1055,RINGWAY,INV485379,Invoice,16.02,2.67,
12/10/2018,CUST1055,RINGWAY,CRE9207,C/Note,-679.20,-113.20,
12/10/2018,CUST1055,RINGWAY,CRE9208,C/Note,-679.20,-113.20,
12/10/2018,CUST1055,RINGWAY,CRE9209,C/Note,-679.20,-113.20,
4/16/2013,CUST1058,MARITIME SCAFFOLDING LTD,CHEQUE,Adjustment,-960.00,0.00,
4/18/2013,CUST1058,MARITIME SCAFFOLDING LTD,INV452628,Invoice,960.00,160.00,
12/17/2018,CUST1062,Sparkx Ltd,INV486756,Invoice,"1,020.00",170.00,
1/22/2019,CUST1066,RINGWAY HOUNSLOW HIGHWAYS,INV487319,Invoice,338.86,56.48,
2/21/2019,CUST108,MAYES ACCESS PLATFORM SERVICES,INV487935,Invoice,185.58,30.93,
1/30/2019,CUST1081,DURHAM COUNTY COUNCIL,INV487524,Invoice,996.00,166.00,
11/29/2013,CUST1100,H & R COMMERCIALS,INV456110,Invoice,368.08,61.35,
1/10/2014,CUST1100,H & R COMMERCIALS,CRE7971,C/Note,-368.08,-61.35,
2/15/2019,CUST1102,LLOYDS BANK PLC,INV487798,Invoice,"50,142.68","8,306.28",
2/15/2019,CUST1102,LLOYDS BANK PLC,CRE9251,C/Note,"-50,142.68","-8,306.28",
2/15/2019,CUST1102,LLOYDS BANK PLC,INV487799,Invoice,"50,142.68","8,306.28",
2/15/2019,CUST1102,LLOYDS BANK PLC,INV487800,Invoice,"50,142.68","8,306.28",
2/15/2019,CUST1102,LLOYDS BANK PLC,INV487801,Invoice,"50,142.68","8,306.28",
2/18/2019,CUST1102,LLOYDS BANK PLC,CRE9254,C/Note,"-50,142.68","-8,306.28",
2/18/2019,CUST1102,LLOYDS BANK PLC,CRE9255,C/Note,"-50,142.68","-8,306.28",
2/18/2019,CUST1102,LLOYDS BANK PLC,CRE9256,C/Note,"-50,142.68","-8,306.28",
2/18/2019,CUST1102,LLOYDS BANK PLC,INV487811,Invoice,"52,911.44","8,767.74",
2/18/2019,CUST1102,LLOYDS BANK PLC,INV487812,Invoice,"52,911.44","8,767.74",
2/18/2019,CUST1102,LLOYDS BANK PLC,INV487813,Invoice,"52,911.44","8,767.74",
2/19/2019,CUST1102,LLOYDS BANK PLC,CRE9260,C/Note,"-52,911.44","-8,767.74",
2/19/2019,CUST1102,LLOYDS BANK PLC,CRE9261,C/Note,"-52,911.44","-8,767.74",
2/19/2019,CUST1102,LLOYDS BANK PLC,CRE9262,C/Note,"-52,911.44","-8,767.74",
2/19/2019,CUST1102,LLOYDS BANK PLC,INV487834,Invoice,"55,680.20","9,229.20",
2/19/2019,CUST1102,LLOYDS BANK PLC,INV487835,Invoice,"55,680.20","9,229.20",
2/19/2019,CUST1102,LLOYDS BANK PLC,INV487836,Invoice,"55,680.20","9,229.20",
1/16/2015,CUST1104,INSPIRED RESTORATION LTD,INV462047,Invoice,31.14,5.19,
2/12/2015,CUST1104,INSPIRED RESTORATION LTD,CRE8221,C/Note,-31.14,-5.19,
1/28/2019,CUST1106,SIMONE SURVEYS LIMITED,INV487462,Invoice,358.80,59.80,
1/17/2017,CUST1109,McGIMPSEY VALLIS LTD,INV473959,Invoice,0.00,0.00,
1/24/2019,CUST1133,ABERDEENSHIRE COUNTY COUNCIL,INV487383,Invoice,742.68,123.78,
8/28/2015,CUST1137,LINCS HARDWOOD,INV465743,Invoice,38.42,6.40,
8/28/2015,CUST1137,LINCS HARDWOOD,ON ACCOUNT,Receipt,-579.39,0.00,
9/17/2015,CUST1137,LINCS HARDWOOD,INV465992,Invoice,540.97,90.17,
2/5/2019,CUST1138,STOCKTON - ON - TEES,INV487685,Invoice,774.00,129.00,
2/5/2019,CUST1138,STOCKTON - ON - TEES,INV487686,Invoice,774.00,129.00,
1/23/2019,CUST1146,H W MARTIN (PLANT) LTD,1804020,Receipt,"-4,218.49",0.00,
10/29/2014,CUST1148,MULHOLLAND CONTRACTS LTD,INV460818,Invoice,"52,894.00","8,769.00",
10/30/2014,CUST1148,MULHOLLAND CONTRACTS LTD,CRE8173,C/Note,"-52,894.00","-8,769.00",
9/24/2014,CUST1150,Asset Finance Solutions,INV460342,Invoice,"52,978.00","8,783.00",
9/24/2014,CUST1150,Asset Finance Solutions,CRE8143,C/Note,"-52,978.00","-8,783.00",
11/9/2018,CUST1153,CORMAC SOLUTIONS,INV485992,Invoice,283.33,47.22,
2/14/2019,CUST1153,CORMAC SOLUTIONS,CRE9249,C/Note,-222.74,-37.12,
1/25/2019,CUST1157,FIFE COUNCIL,INV487409,Invoice,222.30,37.05,
2/5/2019,CUST1157,FIFE COUNCIL,INV487590,Invoice,746.97,124.50,
2/11/2019,CUST1157,FIFE COUNCIL,CRE9246,C/Note,-222.30,-37.05,
2/10/2016,CUST1163,BLU VEHICLE MANAGEMENT,INV468414,Invoice,"1,800.00",0.00,
3/4/2016,CUST1163,BLU VEHICLE MANAGEMENT,CRE8451,C/Note,"-1,800.00",0.00,
2/4/2019,CUST1166,HIGHWAY HIRE LTD,INV487575,Invoice,100.15,16.69,
2/7/2019,CUST1166,HIGHWAY HIRE LTD,INV487715,Invoice,89.50,14.91,
2/8/2019,CUST1166,HIGHWAY HIRE LTD,INV487728,Invoice,90.01,15.00,
2/19/2019,CUST1166,HIGHWAY HIRE LTD,INV487855,Invoice,358.80,59.80,
2/21/2019,CUST1166,HIGHWAY HIRE LTD,INV487933,Invoice,64.92,10.82,
2/13/2019,CUST1167,SIGN SPECIALISTS LTD,INV487768,Invoice,44.04,7.34,
1/21/2019,CUST117,PETER DOUGLASS PLATFORMS,INV487292,Invoice,49.76,8.29,
10/9/2015,CUST1174,C D AUCTION GROUP,ON ACCOUNT,Receipt,-690.00,0.00,
10/15/2015,CUST1174,C D AUCTION GROUP,INV466481,Invoice,690.00,115.00,
11/8/2018,CUST1181,KN NETWORKS SERVICES (NI LTD),INV485981,Invoice,"1,871.34",311.89,
11/19/2018,CUST1181,KN NETWORKS SERVICES (NI LTD),INV486169,Invoice,"1,782.81",297.13,
2/12/2019,CUST1186,MR A BRAY,INV487739,Invoice,145.46,24.24,
1/25/2019,CUST1188,MR N ASHTON,INV487424,Invoice,125.00,20.83,
1/28/2019,CUST1191,OCTINK,INV487458,Invoice,371.74,61.96,
2/19/2019,CUST1199,DARLINGTON BOROUGH COUNCIL,INV487848,Invoice,358.80,59.80,
2/19/2019,CUST1199,DARLINGTON BOROUGH COUNCIL,INV487849,Invoice,358.80,59.80,
2/19/2019,CUST1199,DARLINGTON BOROUGH COUNCIL,INV487850,Invoice,366.00,61.00,
9/13/2018,CUST1201,Height for Hire Ltd,CRE9113,C/Note,-90.00,0.00,
11/29/2018,CUST1201,Height for Hire Ltd,INV486371,Invoice,"1,779.95",0.00,
12/17/2018,CUST1201,Height for Hire Ltd,INV486749,Invoice,"1,600.00",0.00,
1/3/2018,CUST1206,T O M AIRDRIE LTD,INV479769,Invoice,"4,970.82",828.47,
1/3/2018,CUST1206,T O M AIRDRIE LTD,INV479770,Invoice,"2,323.84",387.31,
1/26/2018,CUST1206,T O M AIRDRIE LTD,INV480228,Invoice,0.00,0.00,
2/1/2018,CUST1206,T O M AIRDRIE LTD,INV480361,Invoice,"4,713.62",785.60,
2/1/2018,CUST1206,T O M AIRDRIE LTD,INV480362,Invoice,"2,323.84",387.31,
3/6/2018,CUST1206,T O M AIRDRIE LTD,INV481382,Invoice,"4,713.62",785.60,
3/6/2018,CUST1206,T O M AIRDRIE LTD,INV481383,Invoice,"2,323.84",387.31,
3/19/2018,CUST1206,T O M AIRDRIE LTD,INV481610,Invoice,"3,976.46",662.74,
3/21/2018,CUST1206,T O M AIRDRIE LTD,INV481672,Invoice,775.60,129.26,
3/26/2018,CUST1206,T O M AIRDRIE LTD,INV481740,Invoice,"2,634.89",439.16,
7/26/2018,CUST1224,HITACHI CAPITAL COMMERCIAL,1802998,Receipt,"-45,810.00",0.00,
1/22/2019,CUST1224,HITACHI CAPITAL COMMERCIAL,INV487318,Invoice,"138,678.00","23,113.00",
2/21/2019,CUST1224,HITACHI CAPITAL COMMERCIAL,INV487911,Invoice,"138,678.00","23,113.00",
8/25/2017,CUST1239,LDF FINANCE NO.3 LTD,INV477665,Invoice,"53,381.40","8,849.40",
8/31/2017,CUST1239,LDF FINANCE NO.3 LTD,07133,Receipt,"-53,381.40",0.00,
6/6/2018,CUST1250,DENBIGHSHIRE COUNTY COUNCIL,1802697,Receipt,-358.80,0.00,
8/21/2018,CUST1250,DENBIGHSHIRE COUNTY COUNCIL,derbyshire cc,Adjustment,358.80,0.00,
7/28/2016,CUST1255,BALLYVESEY HOLDINGS LIMITED,INV471306,Invoice,"3,815.12",635.85,
9/2/2016,CUST1255,BALLYVESEY HOLDINGS LIMITED,471306,Receipt,"-3,179.27",0.00,
9/30/2016,CUST1255,BALLYVESEY HOLDINGS LIMITED,CRE8582,C/Note,-635.85,0.00,
1/28/2019,CUST1260,G.M. LAWRENCE ELECTRICAL,INV487445,Invoice,358.80,59.80,
2/19/2019,CUST1260,G.M. LAWRENCE ELECTRICAL,INV487854,Invoice,871.82,145.30,
9/28/2018,CUST127,CYNGOR GWYNEDD COUNCIL,INV485108,Invoice,152.63,25.44,
9/28/2018,CUST127,CYNGOR GWYNEDD COUNCIL,INV485109,Invoice,558.79,93.13,
1/24/2019,CUST127,CYNGOR GWYNEDD COUNCIL,INV487366,Invoice,237.90,39.65,
1/28/2019,CUST127,CYNGOR GWYNEDD COUNCIL,INV487438,Invoice,292.80,48.80,
1/28/2019,CUST127,CYNGOR GWYNEDD COUNCIL,INV487439,Invoice,338.10,56.35,
2/22/2019,CUST1280,MASON STREET FURNITURE LTD,INV487985,Invoice,720.00,120.00,
2/22/2019,CUST1283,KENTEC TRAINING LTD,INV487983,Invoice,600.00,100.00,
2/22/2019,CUST1283,KENTEC TRAINING LTD,INV487984,Invoice,600.00,100.00,
1/16/2019,CUST1285,Service Authority,INV487239,Invoice,371.74,61.96,
2/15/2017,CUST1287,C.P. TREE SERVICES LIMITED,INV474544,Invoice,"2,036.40",339.40,
5/10/2017,CUST1287,C.P. TREE SERVICES LIMITED,CRE8706,C/Note,"-2,036.40",-339.40,
10/22/2018,CUST1305,VOLTCOM LIMITED,INV485557,Invoice,176.30,29.38,
1/10/2019,CUST1305,VOLTCOM LIMITED,INV487120,Invoice,"1,417.50",236.25,
1/15/2019,CUST1319,KDM Hire Ltd,INV487196,Invoice,368.58,61.43,
1/29/2019,CUST1319,KDM Hire Ltd,INV487473,Invoice,51.05,8.51,
2/21/2019,CUST1319,KDM Hire Ltd,INV487934,Invoice,48.24,8.04,
1/30/2019,CUST1321,Haulotte UK,INV487527,Invoice,360.00,60.00,
2/21/2019,CUST1322,BOSS Training Limited,INV487959,Invoice,300.00,50.00,
2/21/2019,CUST1322,BOSS Training Limited,INV487964,Invoice,300.00,50.00,
2/21/2019,CUST1322,BOSS Training Limited,INV487965,Invoice,300.00,50.00,
2/21/2019,CUST1322,BOSS Training Limited,INV487966,Invoice,300.00,50.00,
1/22/2019,CUST1327,BALLOO HIRE CENTRES LTD,INV487317,Invoice,"21,000.00","3,500.00",
2/19/2019,CUST1328,MICK GEORGE LIMITED,INV487873,Invoice,651.90,108.65,
2/21/2019,CUST1331,MANX TELECOM TRADING LTD,INV487960,Invoice,"1,024.80",170.80,
2/12/2019,CUST1341,RVTV Security,INV487748,Invoice,68.16,11.36,
2/5/2019,CUST1344,PLEXUS FIRE,INV487678,Invoice,52.52,8.75,
10/29/2018,CUST1346,EUROTANK,INV485679,Invoice,358.80,59.80,
10/29/2018,CUST1346,EUROTANK,INV485680,Invoice,109.80,18.30,
1/5/2018,CUST1347,MLG UK LTD,1801015,Receipt,-358.80,0.00,
1/10/2018,CUST1347,MLG UK LTD,INV479926,Invoice,358.80,59.80,
7/25/2018,CUST1352,INTEGRITY SOLUTIONS,1802995,Receipt,-230.94,0.00,
7/25/2018,CUST1352,INTEGRITY SOLUTIONS,INV484014,Invoice,230.94,38.49,
12/20/2018,CUST1352,INTEGRITY SOLUTIONS,INV486837,Invoice,358.80,59.80,
1/11/2019,CUST1354,Mullarkey Electrical Contracts,INV487140,Invoice,229.52,38.25,
12/13/2018,CUST1355,SUMMIT PLATFORMS LTD,INV486726,Invoice,480.00,80.00,
12/17/2018,CUST1355,SUMMIT PLATFORMS LTD,INV486760,Invoice,792.00,132.00,
12/17/2018,CUST1355,SUMMIT PLATFORMS LTD,INV486761,Invoice,240.00,40.00,
12/17/2018,CUST1355,SUMMIT PLATFORMS LTD,INV486762,Invoice,120.00,20.00,
12/17/2018,CUST1355,SUMMIT PLATFORMS LTD,INV486763,Invoice,120.00,20.00,
1/31/2019,CUST1355,SUMMIT PLATFORMS LTD,INV487535,Invoice,24.00,4.00,
1/10/2019,CUST1362,Metier SVCS Ltd,INV487119,Invoice,424.85,70.81,
7/4/2018,CUST1364,ARI FLEET UK LTD,INV483606,Invoice,145.24,24.21,
12/5/2018,CUST1364,ARI FLEET UK LTD,CRE9201,C/Note,-358.80,-59.80,
12/5/2018,CUST1364,ARI FLEET UK LTD,CRE9202,C/Note,-358.80,-59.80,
