Company,VendorID,Name,VendorNum,Address1,Address2,Address3,City,State,ZIP,PhoneNum,DefaultFOB,TermsCode
VE,COL0000,COLONIAL FORD TRUCK SALES,205,1833 COMMERCE ROAD,,,RICHMOND,VA,23224,(800) 234-8782,,92
VE,COL0001,COLLIS TRUCK PARTS INC,206,3146 W DANNERSVILLE ROAD,,,NORTHAMPTON,PA,18067,(610) 837-7268,,99
VE,COL0002,MICHAEL COLLINS,207,2424 JUDITH STREET,,,BETHLEHEM,PA,18020,,,00
VE,COL0005,COLONIAL LIFE & ACC. INS. CO.,208,ATTN:  PREMIUM PROCESSING,PO BOX 903,,COLUMBIA,SC,29202-0903,,,5
VE,COL0007,COLOURS INC,209,50 DANA STREET,,,WILKES BARRE,PA,18702,(570) 822-3200,,36
VE,COL0012,COLEMAN EQUIPMENT,210,24000WEST 43RD STREET,,,BONNER SPRINGS,KN,,(877) 851-3647,,99
VE,COL0015,"COLONIAL ELECTRIC SUPPLY, INC.",211,PO BOX 414564,,,BOSTON,MA,02241-4564,(610) 312-8100,,1
VE,COL0016,ARAMIS COLON,212,30 JORDAN DR APT 3,,,WHITEHALL,PA,18052,,,00
VE,COLONIA,COLONIAL LIFE - P/R WITHHOLDIN,213,,,,,,,,,00
VE,COM0002,COMMONWEALTH TRAILER PARTS,214,502A INDUSTRIAL DRIVE,,,LEWISBERRY,PA,17339,(717) 938-4603,,1
VE,COM0003,COMMONWEALTH UTILITY,215,129 PILLOW STREET,PO BOX 1503,,BUTLER,PA,16003-1503,724-283-8400,,5
VE,COM0006,COMMONWEALTH OF PA,216,,,,,,,,,5
VE,COM0009,COMMISSIONER OF TAXATION & FIN,217,NYS TAX DEPT. IT-2659,PO BOX 397,,ALBANY,NY,12201-0397,(800) 835-3554,,5
VE,COM0013,COMPTROLLER OF MARYLAND,218,REVENUE ADMINISTRATION DIV,P.O. BOX 17405,,BALTIMORE,MD,21297-1405,(800) 492-1751,,5
VE,COM0019,COMMONWEATLH OF PA,219,DEPARTMENT OF TRANSPORTATION,,,,,,,,00
VE,COM0023,COMMISSIONER OF TAXATION - NY,220,NYS ASSESSMENT RECEIVABLES,PO BOX 4127,,BINGHAMTON,NY,13902-4127,,,00
VE,COM0026,COMPUTER SYSTEMS RESOURCES INC,221,PO BOX 1306,,,WEST CHESTER,PA,19380,(610) 430-3308,,00
VE,COM0028,COMPTROLLER OF MARYLAND(EL102B,222,REVENUE ADMIN DIVISION,PO BOX 2601,,ANNAPOLIS,MD,21404-2601,,,00
VE,COM0029,COMPTROLLER OF MARYLAND (510D),223,REVENUE ADMIN DIVISION,110 CARROLL STREET,,ANNAPOLIS,MD,21411-0001,,,00
VE,COM0031,COMMONWEALTH OF PA - BUREAU OF RIDE & MEASUREMENT,224,DIVISION OF WEIGHTS & MEASURES,2301 NORTH CAMERON STREET,,HARRISBURG,PA,17110-9408,717-787-9089,,00
VE,COM0033,COMPASS PROFESSIONAL HEALTH SERVICES,225,DEPT3504,PO BOX 123504,,DALLAS,TX,75312-3504,(214) 296-2013,,00
VE,COM0034,"COMPRESSOR TECH, INC",226,PO BOX 1740,,,LARGO,FL,33779,(727) 584-0836,,1
VE,CON0003,"CONTEMPORARY PRODUCTS, INC.",227,4100 FM 1105,P.O.BOX 510,,WALBURG,TX,78673,(512) 868-0346,,1
VE,CON0005,"CON-WAY FREIGHT, INC.",228,PO BOX 5160,,,PORTLAND,OR,97208-5160,(800) 755-2728,,00
VE,CON0018,"CONTROL PRODUCTS, INC.",229,280 RIDGEDALE AVE,,,EAST HANOVER,NJ,7936,(973) 887-9400,,99
VE,CON0019,CONSHOHOCKEN STEEL PRODUCTS,230,301 RANDOLPH AVE,,,AMBLER,PA,19002,(856) 305-8999,,00
VE,CON0020,CONSOLIDATED UTILITY EQUIPMENT SERVICE,231,14 CALDWELL DRIVE,,,AMHERST,NH,03031,800-258-1010,,99
VE,COO0005,COOPER POWER SYSTEMS,232,P.O. BOX 640485,,,PITTSBURGH,PA,15264-0485,(262) 524-3455,,1
VE,COO0006,COOPER ELECTRIC SUPPLY CO.,233,PO BOX 415925,,,BOSTON,MA,02241-5925,(610) 865-5501,,1
VE,COO0008,COOPERSBURG KENWORTH,234,1930 RT 309,,,COOPERSBURG,PA,18036,610-282-3500,,00
VE,COR001,CORNWELL TOOLS,235,475 NORTH 8TH STREET,,,LEHIGHTON,PA,18235,(610) 379-0342,,1
VE,COR0010,"CORPORATE IMAGES, INC.",236,1434 W. UNION STREET,,,ALLENTOWN,PA,18102,610-439-7961,,00
VE,COR0011,"CORPRATE FACILITIES OF LEHIGH VALLEY, LLC",237,1042 HAMILTON STREET,,,ALLENTOWN,PA,18101,(610) 434-7236,,99
VE,COU0011,COUNTY OF NORTHAMPTON,238,P O BOX 25008,,,LEHIGH VALLEY,PA,18002-5008,,,5
VE,COU0013,COUNTRYSIDE BODY & WELDING,239,P.O. BOX 115,13785 WOOSTER STREET,,NORTH LAWRENCE,OH,44666,(330) 830-3097,,1
VE,COX0001,COX REELS,240,PO BOX 11268,,,TEMPE,AZ,85284,(800) 269-7335,,1
VE,CRA0003,CRANE WARNING SYSTEMS,241,4443 HOLDEN ROAD,,,LAKELAND,FL,33811,863-619-5585,,00
VE,CRA0007,CRANES & EQUIPMENT,242,512 WEST JOHN GWYNN JR AVE,510 ELM STREET (SHIPPING ONLY),,PEORIA,IL,61605,800-682-1022,,99
VE,CRA0008,CRANE INSTITUTE OF AMERICA,243,3880 ST JOHNS PARKWAY,,,SANFORD,FL,32771,800-832-2726,,00
VE,CRA0009,RANDY CRAMER,244,348 MEIXSELL VALLEY RD,,,SAYLORSBURG,PA,18353,,,00
VE,CRE0004,CREDITSAFE USA INC,245,PO BOX 789985,,,PHILADELPHIA,PA,19178-9985,(855) 551-6903,,00
VE,CRO0001,"CROSS TRUCK EQUIPMENT,INC.",246,PO BOX 80509,,,CANTON,OH,44708-0509,(330) 477-8151,,99
VE,CRO0006,CROWDER JR. COMPANY,247,2184 INDUSTRIAL DRIVE,,,BETHLEHEM,PA,18017,610-866-8081,,99
VE,CRY0001,TRUCK BODIES & EQUIPMENT INTL.,248,/ CRYSTEEL,PO BOX 776255,,CHICAGO,IL,60677-6255,(800) 533-0494,,1
VE,CSA0000,CASCO,249,380 HORACE STREET,,,BRIDGEPORT,CT,06610,516-285-1200,,
VE,CSC0001,"CSC HOLDINGS, LLC",250,1111 STEWART AVE.,,,BETHPAGE,NY,11714,(516) 803-1805,,5
VE,CSI0000,"CSI MATERIAL HANDLING, INC.",251,3075 AVENUE B,,,BETHLEHEM,PA,18017,610-868-1481,,1
VE,CTC0000,CT CORPORATION SYSTEM,252,P O BOX 4349,,,CAROL STREAM,IL,60197-4349,(215) 563-7750,,5
VE,CUA0000,CUA REFINISHING CO.,253,435 RACE ST,,,DOVER,OH,44622,330343338,,99
VE,CUM0002,"CUMMINS POWER SYSTEMS, LLC",254,PO BOX 786567,,,PHILADELPHIA,PA,19178-6567,(215) 785-6005,,1
VE,CUM0003,"CUMMINS SOUTHERN PLAINS, LTD.",255,600 NORTH WATSON ROAD,,,ARLINGTON,TX,76011,(800) 306-6801,,1
VE,CUM0005,CUMBERLAND TRUCK PARTS,256,995 POSTAL RD,,,ALLENTOWN,PA,18109,(610) 443-2233,,99
VE,CUM0006,CUMMINS SALES AND SERVICE,257,BOX # 774494,4494 SOLUTIONS CENTER,,CHICAGO,IL,60677-4004,887-480-6970,,00
VE,CUS0002,"CUSTOM CLUTCH, JOINT& HYD.,INC",258,3417 ST. CLAIR AVE.,,,CLEVELAND,OH,44114,(216) 431-1630,,1
VE,CUS0004,CUSTOM MACHINING SERVICE / VALPOWER,259,326N 400 EAST,,,VALPARAISO,IN,46383,(219) 462-6128,,00
VE,CUS0005,CUSTOM TRUCK ONE SOURCE / UOS FORESTRY EQUIPMENT,260,PO BOX 15150,,,LYNCHBURG,VA,24502,(434) 525-2929,,1
VE,CWM0000,"C W MILL EQUIPMENT CO., INC.",261,P O BOX 246,14 COMMERCE DRIVE,,SABETHA,KS,66534,785-284-3454,,1
VE,D&A0000,"D & A EMERGENCY EQUIP, INC.",262,1655 JETER AVENUE,,,BETHLEHEM,PA,18015,610-691-6847,,1
VE,DAK0001,"DAKOTA BODIES, INC.",263,PO BOX 1655,,,WATERTOWN,SD,57201,(605) 882-1400,,15
VE,DAL0002,DALE'S SUPER STORE,264,1881 BARBER ROAD #1,,,SARASOTA,FL,34240,(844) 487-2787,,99
VE,DAS0000,MICHAEL DASHNER,265,5219 LAURIE DR,,,EMMAUS,PA,18049-5056,(610) 965-4086,,00
VE,DAV0003,DAVLYN MFG. CO. INC.,266,DEPT # 105043,PO BOX 150419,,HARTFORD,CT,06115-0419,(610) 948-5050,,1
VE,DCB0000,"D C BATES EQUIP CO, INC",267,10 AIRPORT DRIVE,P O BOX 11,,HOPEDALE,MA,1747,(508) 473-0041,,1
VE,DCM0001,"DCM MANUFACTURING, INC.",268,4540 W. 160TH STREET,,,CLEVELAND,OH,44135,(817) 428-3636,,99
VE,DEE0001,DEE ZEE MFG.,269,P.O. BOX 3090,,,DES MOINES,IA,50316,(515) 265-7331,,1
VE,DEF0001,DEFENDER WAREHOUSE OUTLET STORE,270,42 GREAT NECK ROAD,,,WATERFORD,CT,6385,(860) 701-3420,,99
VE,DEL0000,"DEL CITY WIRE CO, INC",271,23287 NETWORK PLACE,,,CHICAGO,IL,60673-1232,(800) 654-4757,,1
VE,DEL0002,"DELPHI BODY WORKS, INC.",272,313 S. WASHINGTON ST,,,DELPHI,IN,46923-0030,(765) 564-2212,,8
VE,DEL0006,DELAWARE DEPARTMANT OF TRANSPORTATION,273,DELAWARE E-ZPASS VIOLATION CTR,PO BOX 697,,DOVER,DE,19903-0697,,,8
VE,DEL0008,DELMARVA SCHOLARSHIP GOLF CLASSIC,274,MAILSTOP - 29SC55,PO BOX 1739,,SALISBURY,MD,21802-1739,,,00
VE,DEL0012,DELAWARE DIVISION OF REVENUE,275,PO BOX 8750,,,WILMINGTON,DE,19899-8750,,,00
VE,DEL0013,DELAWARE RIVER & BAY AUTHORITY,276,DEPT. NON-8,PO BOX 71,,NEW CASTLE,DE,19720,,,00
VE,DEL0014,DELAWARE DMV,277,,,,,,,,,00
VE,DEL0016,DE RIVER JOINT TOLL BRIDGE COM,278,PO BOX 8500-9301,,,PHILADELPHIA,PA,19178,,,00
VE,DEL0017,"DEL HYDRAULICS, INC.",279,571 HOWARD STREET,,,BUFFALO,NY,14206,(716) 853-7996,,99
VE,DEL0022,DELTEC SHUNTS,280,13065 TOM WHITE WAY,SUITE F,,NORWALK,CA,90650,(562) 926-2305,,1
VE,DEL0023,"DELMARVA COMMUNICATIONS, INC.",281,113 J AND M DRIVE,,,NEW CASTLE,DE,19720,(302) 324-1230,,5
VE,DEL0024,DELL BUSINESS CREDIT,282,PAYMENT PROCESSING CENTER,PO BOX 5275,,CAROL STREAM,IL,60197-5275,(800) 456-3355,,00
VE,DEP0000,DEPT OF TRANSPORTATION - PA,283,BUREAU OF MOTOR VEHICLES,BOX 8283,,HARRISBURG,PA,17105,,,00
VE,DEP0002,DEPARTMENT OF STATE - NY,284,DIVISION OF CORPORATIONS,99 WAHINGTON AVE,,ALBANY,NY,12231-0001,(518) 473-6385,,00
VE,DEP0008,COMMONWEALTH OF PENNSYLVANIA,285,CLEAN AIR FUND,DEPT. OF ENVIRONMENTAL PROTECT,4530 BATH PIKE,BETHLEHEM,PA,18017,610-861-2070,,00
VE,DIA0001,DIAMOND SHINE D&A CLEANING,286,218 OAK STREET,,,NAZARETH,PA,18064,484-318-1825,,5
VE,DIC0000,DICA MARKETING CO.,287,104 INDUSTRIAL RD,,,GUTHRIE CENTER,IA,50115,(800) 610-3422,,6
VE,DIG0001,DIGI-KEY CORPORATION,288,701 BROOKS AVE. SOUTH,,,THIEF RIVER FALLS,MN,56701,800-344-4539,,99
VE,DIR0000,DIRT BAGS INC,289,25280 RENAISSANCE ROAD,,,CALUMET,MI,49913,906-337-2433,,00
VE,DIR0001,DIRECT ENERGY BUSINESS - PPL,290,PO BOX 70220,,,PHILADELPHIA,PA,19176-0220,800-437-7265,,00
VE,DIR0003,DIRECT ENERGY INC.- GAS,291,PO BOX 32179,,,NEW YORK,NY,10087-2179,(800) 437-7265,,00
VE,DIV0000,DIVERSIFIED METAL FABRICATORS INC,292,665 PYLANT STREET NE,,,ATLANTA,GA,30306,(404) 875-1512,,1
VE,DIV0008,DIVERSIFIED PRODUCTS MFG.,293,8300 ATLANTIC BLVD.,,,JACKSONVILLE,FL,32211,(800) 874-4172,,99
VE,DLE0001,"D & L ELECTRONICS, INC",294,6020 PALMETTO AVE,,,PHILADELPHIA,PA,19111,(215) 742-2666,,1
VE,DOM0000,PENNSYLVANIA SCDU,295,P.O. BOX 69112,,,HARRISBURG,PA,17106-9112,,,5
VE,DOM0001,DOMINION EAST OHIO,296,PO BOX 26785,,,RICHMOND,VA,23261-6785,800-362-7557,,00
VE,DON0001,DON SMITH AUTO PARTS,297,1709 LINCOLN WAY E.,,,MASSILLON,OH,44646,(330) 832-7478,,1
VE,DON0002,DON JACKSON AUTOMOTIVE GROUP,298,3950 JONESBORO ROAD,,,UNION CITY,GA,30291,(770) 969-7229,,5
VE,DON0003,WILLIAM DONOHUE,299,1601 ALPHA ST. NW,,,MASSILLON,OH,44647,,,00
VE,DOW0000,DOWNTOWN FORD,300,1423 TUSCARAWAS ST WEST,,,CANTON,OH,44702,(330) 456-2781,,00
VE,DPW0000,"TULSA WINCH,INC. DP MANUFACTUR",301,P. O. BOX 730236,,,DALLAS,TX,75373-0236,(918) 298-8300,,1
VE,DRA0001,DRAKE-SCRUGGS EQUIPMENT,302,2000 SOUTH DIRKSEN PKWY,P.O. BOX 2549,,SPRINGFIELD,IL,62708,(217) 753-3871,,00
VE,DUA0000,DUAL TEMP INC,303,2050 SOUTH 12TH ST,,,ALLENTOWN,PA,18103-4796,(610) 791-9100,,5
VE,DUE0000,"DUECO, INC",304,PO BOX 8810,,,CAROL STREAM,IL,60197-8810,(800) 542-2846,,1
VE,DUN0000,DUN AND BRADSTREET,305,"75 REMITTANCE DR., SUITE 1804",,,CHICAGO,IL,60675-1804,(800) 234-3867,,5
VE,DUN0001,CHRISTINA DUNNING,306,8617 ROBINHOOD DRIVE,,,KUNKLETOWN,PA,18058,,,00
VE,DYN0001,DYNAMIC HYDRAULIC SERVICES CO.,307,22 BANK LANE,,,DOVER,OH,44622,(330) 365-1390,,1
VE,EAS000,EASTERN LIFT TRUCK CO INC,308,7050 SNOWDRIFT RD,,,ALLENTOWN,PA,18106,(800) 322-9035,,00
VE,EAS0002,"EAST PENN MFG CO, INC",309,BOX #4191,P.O. BOX 8500,,PHILADELPHIA,PA,19178-4191,(610) 682-6361,,1
VE,EAS0003,EASTERN WAREHOUSE DIST,310,PO BOX 412291,,,BOSTON,MA,02241-4122,(215) 741-4228,,1
VE,EAS0018,"EASTERN INDUSTRIES, INC",311,4401 CAMP MEETING RD,,,CENTER VALLEY,PA,18034,(610) 759-3334,,00
VE,EAS0019,EAST LAWN SUPPLY INC,312,355 N NEW ST,,,NAZARETH,PA,18064,(610) 759-0212,,1
VE,EAS0021,EAST COAST SPEED,313,5599 EAST MAIN STREET,,,BATAVIA,NY,14020,(585) 343-8658,,99
VE,EAS0022,"EAST COAST FILTER, INC",314,686 SOUTH STREET,SUITE 7B,,WRENTHAM,MA,2093,(774) 847-9540,,00
VE,EAS0023,EASTERN MARINE SUPPLY,315,931 SOUTH CHAPEL STREET,,,NEWARK,DE,19713,800-453-7279,,99
VE,EBA0000,EBAY,316,,,,,,,,,00
VE,ECC0000,ECCO - BANK OF AMERICA,317,15302 COLLECTIONS CENTER DRIVE,,,CHICAGO,IL,60693,(800) 635-5900,,1
VE,ECK0002,COREY ECKHART,318,245 LEHIGH AVE,,,PALMERTON,PA,18071,,,00
VE,ECO0001,E-CONOLIGHT,319,1501 96TH STREET,,,STURTEVANT,WI,53177,888-243-9445,,99
VE,EDD0001,EDDIE KANE STEEL,320,P.O. BOX 6071,,,HERMITAGE,PA,16148-1071,(800) 672-0032,,1
VE,EDI0000,EDISON MOTOR VEHICLE AGENCY,321,NJ MOTOR VEHICLE COMMISSION,45 KILMER ROAD,,EDISON,NJ,8817,,,00
VE,EDW0000,"EDWARDS BUSINESS SYSTEMS, INC.",322,PO BOX 6798,,,WYOMISSING,PA,19610,610-266-0200,,1
VE,ELD0000,"ELDON ELECTRIC, INC",323,1835 MORGAN HILL ROAD,,,EASTON,PA,18042,(610) 253-3156,,1
VE,ELE0000,ELECTRONIC CONNECTIONS INTERNATIONAL INC,324,195 LEHIGH AVE,SUITE # 3,,LAKEWOOD,NJ,8701,(732) 367-5588,,1
VE,ELE0005,ELECTRICAL HUB,325,10821 47TH AVE SUITE A,,,MUKILTEO,WA,98275,425-745-1266,,1
VE,ELE0006,ELEMENT FLEET,326,PO BOX 100363,,,ATLANTA,GA,30384-0363,,,00
VE,ELW0000,EVFC CHARITY GOLF TOURNAMENT,327,ELWOOD VOL FIRE CO,P. O. BOX 223,,ELWOOD,NJ,8217,,,00
VE,EME0002,EMEDCO,328,"TRICOR DIREST, INC.",2491 WEHRLE DRIVE,,WILLIAMSVILLE,NY,14221,800-442-3633,,99
VE,EMI0000,EMISSION SUPPLY,329,706 OLD WESTTOWN RD A,,,WEST CHESTER,PA,19382,800-541-8370,,00
VE,EMK0001,"E.M. KUTZ, INC",330,2456 MORGANTOWN POAD,,,READING,PA,19607,(610) 775-3528,,13
VE,EMP0000,EMPLOYEE TIME CLOCKS,331,10387 GANDY BLVD.,,,SAINT PETERSBURG,FL,33702,1-800-682-3389,,99
VE,END0000,SHERRY ENDY,332,148 NORTH 5TH STREET,,,HAMBURG,PA,19526,,,00
VE,ENF0001,"ENFASCO, INC.",333,"7300 ROUTE 130 NORTH, UNIT 7",,,PENNSAUKEN,NJ,8110,(856) 662-7660,,99
VE,ENG0000,ENGINE POWERED EQUIPMENT,334,931 N 2ND STREET,,,WHITEHALL,PA,18052,(610) 264-5556,,00
VE,ENG0001,ENGINE DISTRIBUTORS INC,335,400 UNIVERSITY COURT,,,BLACKWOOD,NJ,8012,800-220-2700,,99
VE,ENG0002,ENGINES INC.,336,PO BOX 160,1330 NOR-BATH BLVD,,NORTHAMPTON,PA,18067,610-262-3661,,1
VE,EQU0002,EQUIPMENT DEPOT PA INC,337,810 HICKORY LANE,,,ALLENTOWN,PA,18106,610-266-0170,,99
VE,EQU0004,"EQUIPMENT TECHNOLOGY, LLC.",338,PO BOX 960030,,,OKLAHOMA CITY,OK,73196,(405) 748-3841,,1
VE,EQU0006,EQUIPMENT DEPOT - HOUSTON,339,700 WEST CAVALCADE,,,HOUSTON,TX,77009,(713) 869-6801,,5
VE,ERB0001,ERB'S TARP SHOP,340,5218 STATE ROUTE 515,,,MILLERSBURG,OH,44654,(330) 893-0151,,1
VE,ERE0001,eREPLACEMENT PARTS,341,211 COTTAGE AVE.,,,SANDY,UT,84070,(866) 802-6383,,99
VE,ESE0000,ES ELECTRONICS,342,465 EASY ST,UNIT F,,SIMI VALLEY,CA,93065,800-492-8002,,00
VE,ESK0000,ESKRIDGE,343,PO BOX 581510,,,TULSA,OK,74158-1510,(913) 782-1238,,1
VE,ESP0001,ESPAR INC.,344,PO BOX 75088,,,CHICAGO,IL,60675-5088,(800) 387-4800,,1
VE,EST0000,"ESTEX MANUFACTURING CO, INC",345,402 E. BROAD STREET,P O BOX 368,,FAIRBURN,GA,30213,(770) 964-3322,,1
VE,EST0001,ESTES EXPRESS LINES,346,PO BOX 25612,,,RICHMOND,VA,23260-5612,(804) 353-1900,,6
VE,ETR0000,ETRAILER.COM,347,,,,,,,,,99
VE,EVF0000,EVFC CHARITY GOLF TOURNAMENT,348,PO BOX 223,,,ELWOOD,NJ,8217,,,00
VE,EWH0001,EWH SPECTRUM INC.,349,221 WEST CHILLICOTHE AVE.,,,BELLEFONTAINE,OH,43311,937-593-8010,,1
VE,EXP0001,"EXPRESS SERVICES, INC.",350,PO BOX 535434,,,ATLANTA,GA,30353-5434,(610) 438-8000,,13
VE,EXP0006,"EXPEDITED DRIVEAWAY, LLC",351,P.O. BOX 11263,,,ROCK HILL,SC,29731,(866) 217-3130,,6
VE,EYE0001,EYEWASH DIRECT,352,11586 COLONY ROW,,,BROOMFIELD,CO,80021,(720) 541-9383,,99
VE,EZP0000,"E-Z PRODUCTS/SHEETS, INC.",353,610 EAST KENNETH AVENUE,,,SPEARMAN,TX,79081,(800) 999-2198,,1
VE,EZP0001,E-Z PASS,354,,,,,,,,,00
VE,EZP0002,EZ PASS MARYLAND,355,PO BOX 17600,,,BALTIMORE,MD,21297,,,00
VE,FAR0001,FARMSTEAD EMBROIDERY LLC,356,12451 POORMAN STREET SW,,,NAVARRE,OH,44662,330-832-5152,,00
VE,FAS0000,FASTENAL CO,357,PO BOX 1286,,,WINONA,MN,55987,(610) 266-2658,,1
VE,FAS0003,FASTSIGNS,358,700 NORTH 13TH STREET,,,ALLENTOWN,PA,18102,(610) 434-7353,,1
VE,FAS0004,FASTENAL - CANTON,359,206 DUEBER AVE. SW,,,CANTON,OH,44706,(330) 456-3278,,1
VE,FAS0006,FAST LANE RECREATION,360,7514 BATH PIKE,,,BATH,PA,18014,(610) 837-9880,,1
VE,FAU0000,FAULKNER CHEVROLET,361,298 STOKE PARK RD,P O BOX 1368,,BETHLEHEM,PA,18016-1368,(610) 867-4177,,1
VE,FCA0001,"FCAR TECH USA, LLC",362,8441 BELAIR ROAD,SUITE G1,,BALTIMORE,MD,21236,(844) 322-7872,,5
VE,FEC0000,FLEET EQUIPMENT CORP.,363,567 COMMERCE STREET,,,FRANKLIN LAKES,NJ,7417,(888) 332-5884,,00
VE,FED0000,FEDEX - STANDARD OVERNIGHT,364,PO BOX 371461,,,PITTSBURGH,PA,15250-7461,(800) 622-1147,,6
VE,FED0002,FED EX FREIGHT,365,PO BOX 223125,,,PITTSBURGH,PA,15251-2125,(866) 393-4585,,6
VE,FED0003,FEDERAL SIGNAL CORP,366,75 REMITTANCE DRIVE,SUITE 3257,,CHICAGO,IL,60675-3257,(708) 534-3400,,1
VE,FED0004,FEDEX NATIONAL LTL,367,PO BOX 223143,,,PITTSBURGH,PA,15262,(800) 274-9099,,00
VE,FED0005,FEDEX TRUCKLOAD BROKERAGE,368,P.O. BOX 645123,,,PITTSBURGH,PA,15264-5123,(855) 242-0876,,1
VE,FEDTAX,FEDERAL/STATE TAX FILING,369,,,,,,,,,00
VE,FEN0004,TIM FENSTERMAKER,370,660 CHAPEL ST,,,CATASAUQUA,PA,18032,,,00
VE,FEN0006,FENTON BROS ELECTRIC,371,235 RAY AVE N.E.,,,NEW PHILADELPHIA,OH,44663,(330) 343-8858,,99
VE,FID0000,FIDELITY INVESTMENTS-401K,372,PO BOX 73307,,,CHICAGO,IL,60673-7307,,,00
VE,FID0001,FIDELITY INVESTMENTS INSTITUTIONAL OPERATIONS CO,373,PO BOX 73307,,,CHICAGO,IL,60673-7307,,,00
VE,FIN0001,FIND IT PARTS,374,695 S SANTA FE AVE.,,,LOS ANGELES,CA,90021,(888) 312-8812,,99
VE,FIN0002,FINAL TOUCH QUALITY LANDSCAPE,375,AND LAWN CARE,280 FARM HILL ROAD,,NORTHAMPTON,PA,18067,(484) 892-5468,,1
VE,FIN0003,"FINEPRINT SOFTWARE, LLC",376,1274 BAY LAUREL,,,MENLO PARK,CA,94025,,,99
VE,FIR0012,FIRE RESEARCH CORP.,377,PO BOX 843109,,,KANSAS CITY,MO,64184-3109,(800) 645-0074,,1
VE,FIR0013,FIREMATIC SUPPLY CO.,378,10 RAMSAY ROAD,,,SHIRLEY,NY,11967-4704,(631) 995-2457,,99
VE,FIS0002,IAN FISHER,379,616 LEHIGH ST,,,ALLENTOWN,PA,18103,,,00
VE,FIS0004,FISHER UNITECH LLC,380,2983 SOLUTIONS CENTER,,,CHICAGO,IL,60677-2009,(800) 816-8314,,00
VE,FIV0000,FIVE STAR INTERNATIONAL,381,1810 SOUTH 19TH STREET,,,HARRISBURG,PA,17104,717-986-1500,,1
VE,FJM0001,FJM SECURITY PRODUCTS,382,18424 HIGHWAY 99,,,LYNNWOOD,WA,98037,(800) 654-1786,,99
VE,FLA0002,FLAMM WALTON PC-T HEIMBACH ESQ,383,"WESTFIELD COR CENTER, ST 310",4905 WEST TILGHMAN STREET,,ALLENTOWN,PA,18104,(610) 336-6800,,00
VE,FLA0004,FLAG CENTER LLC,384,4550 SUMMER AVE. @ PERKINS,,,MEMPHIS,TN,38122,(901) 762-0044,,99
VE,FLE0005,FLEMINGTON FORD,385,PO BOX 1007,215 RT 202/31,,FLEMINGTON,NJ,8822,(908) 782-3673,,00
VE,FLE0007,FLEET ELECTRICAL SERVICE,386,324 SOUTHWEST CUTOFF,,,WORCHESTER,MA,01604,508-755-8666 EXT 79,,99
VE,FLO0001,FLOWLINE / GHX,387,DEPT. 207-2,PO BOX 4346,,HOUSTON,TX,77210-4346,(866) 356-9546,,1
VE,FLO0003,FLOW TECH CORP,388,7601 STADIUM DRIVE,,,KALAMAZOO,MI,49009,877-375-1290,,99
VE,FLO0005,FLOYD BELL INC,389,"720 Dearborn Park Ln,",,,COLUMBUS,OH,43085,614-294-4000,,99
VE,FLU0001,"FLUID POWER, INC",390,534 TOWNSHIP LINE ROAD,,,BLUE BELL,PA,19422-2798,(717) 252-1535,,1
VE,FMT0000,FIRST MOBILE TECHNOLOGIES,391,29776 NETWORK PLACE,,,CHICAGO,IL,60673-1297,(800) 330-5399,,1
VE,FOL0001,FORKUM FABRICATION & WELDING,392,4008 SOUTHWAY ST. SW,,,CANTON,OH,44706,(330) 477-6716,,00
VE,FOR0000,FORD MOTOR CREDIT COMPANY,393,PO BOX 671280,ATTN: WHOKESALE/DLR,LOAN/CHASSIS POOL,DALLAS,TX,75267-1280,,,00
VE,FOR0003,"FORCE AMERICA DISTRIBUTING,LLC",394,501 EAST CLIFF ROAD,SUITE 100,,BURNSVILLE,MN,55337,(800) 492-6621,,1
VE,FOS0001,FOSTER MANUFACTURING CORP.,395,1836 OAKDALE AVENUE,,,RACINE,WI,53406,(262) 633-7073,,00
VE,FOX0001,FOX MACHINERY ASSOCIATES,396,313 NATIONAL RD,,,EXTON,PA,19341,(610) 275-4700,,8
VE,FRA0002,GREG FRAUMANN,397,13209 SARBARAUGH ST. SW,,,NAVARRE,OH,44662,,,00
VE,FRE0001,"FREEDOM INT'L TRUCKS, INC.",398,6601 NEW STATE ROAD,,,PHILADELPHIA,PA,19135,(215) 338-5400,,11
VE,FRE0007,FREIGHTQUOTE.COM,399,PO BOX 9121,,,MINNEAPOLIS,MN,55480-9121,(800) 323-5441,,1
VE,FRI0003,"FRIED BROTHERS, INC.",400,467 N. 7TH STREET,,,PHILADELPHIA,PA,19123,(800) 523-2924,,1
VE,GAL0005,GALCO INDUSTRIAL ELECTRONICS,401,26010 PINEHURST DRIVE,,,MADISON HEIGHTS,MI,48071,(888) 988-8083,,99
VE,GAN0000,GANLEY FORD INC,402,2835 BARBER RD.,,,NORTON,OH,44203,(330) 745-8788,,7
VE,GAT0001,GATE OPENERS UNLIMITED CORP.,403,3712 NW 82ND STREET,,,MIAMI,FL,33147,(800) 537-4283,,99
VE,GAT0002,GATEHOUSE SUPPLIES,404,1874 PATRICIA AVE,,,SIMI VALLEY,CA,93065,(866) 965-5599,,99
VE,GEI0000,CODY GEIST,405,,,,,,,,,00
VE,GEM0002,"GEMINI DISPOSAL SERVICE, INC.",406,15 EAST RIDGE PIKE,,,CONSHOHOCKEN,PA,19428,(610) 834-7900,,6
